bbox,comparison,attribute,freq_nlp,freq_have_bboxes
right lung,improved,anatomicalfinding|yes|pleural effusion,5348,5345
right lung,improved,anatomicalfinding|yes|pleural/parenchymal scarring,285,285
right lung,improved,anatomicalfinding|yes|pneumothorax,923,919
right lung,improved,anatomicalfinding|yes|pulmonary edema/hazy opacity,6045,6042
right lung,improved,anatomicalfinding|yes|vascular congestion,2349,2346
right lung,improved,anatomicalfinding|yes|vascular redistribution,152,152
right lung,improved,disease|yes|alveolar hemorrhage,96,96
right lung,improved,disease|yes|aspiration,331,331
right lung,improved,disease|yes|copd/emphysema,92,92
right lung,improved,disease|yes|fluid overload/heart failure,357,357
right lung,improved,disease|yes|granulomatous disease,7,7
right lung,improved,disease|yes|interstitial lung disease,49,49
right lung,improved,disease|yes|lung cancer,14,14
right lung,improved,disease|yes|pneumonia,1271,1271
right lung,improved,nlp|yes|abnormal,15933,15922
right lung,improved,nlp|yes|normal,1166,1166
right lung,improved,technicalassessment|yes|artifact,5,5
right lung,improved,technicalassessment|yes|low lung volumes,66,66
right lung,improved,technicalassessment|yes|rotated,15,15
right lung,improved;;no change,anatomicalfinding|yes|airspace opacity,150,150
right lung,improved;;no change,anatomicalfinding|yes|atelectasis,562,562
right lung,improved;;no change,anatomicalfinding|yes|bronchiectasis,3,3
right lung,improved;;no change,anatomicalfinding|yes|consolidation,261,261
right lung,improved;;no change,anatomicalfinding|yes|costophrenic angle blunting,6,6
right lung,improved;;no change,anatomicalfinding|yes|cyst/bullae,4,4
right lung,improved;;no change,anatomicalfinding|yes|hydropneumothorax,6,6
right lung,improved;;no change,anatomicalfinding|yes|hyperaeration,7,7
right lung,improved;;no change,anatomicalfinding|yes|increased reticular markings/ild pattern,8,8
right lung,improved;;no change,anatomicalfinding|yes|infiltration,47,47
right lung,improved;;no change,anatomicalfinding|yes|linear/patchy atelectasis,40,40
right lung,improved;;no change,anatomicalfinding|yes|lobar/segmental collapse,52,52
right lung,improved;;no change,anatomicalfinding|yes|lung lesion,36,36
right lung,improved;;no change,anatomicalfinding|yes|lung opacity,1810,1809
right lung,improved;;no change,anatomicalfinding|yes|mass/nodule (not otherwise specified),18,18
right lung,improved;;no change,anatomicalfinding|yes|multiple masses/nodules,13,13
right lung,improved;;no change,anatomicalfinding|yes|pleural effusion,592,591
right lung,improved;;no change,anatomicalfinding|yes|pleural/parenchymal scarring,35,35
right lung,improved;;no change,anatomicalfinding|yes|pneumothorax,55,55
right lung,improved;;no change,anatomicalfinding|yes|pulmonary edema/hazy opacity,738,738
right lung,improved;;no change,anatomicalfinding|yes|vascular congestion,323,323
right lung,improved;;no change,anatomicalfinding|yes|vascular redistribution,13,13
right lung,improved;;no change,disease|yes|alveolar hemorrhage,9,9
right lung,improved;;no change,disease|yes|aspiration,23,23
right lung,improved;;no change,disease|yes|copd/emphysema,11,11
right lung,improved;;no change,disease|yes|fluid overload/heart failure,26,26
right lung,improved;;no change,disease|yes|interstitial lung disease,6,6
right lung,improved;;no change,disease|yes|lung cancer,8,8
right lung,improved;;no change,disease|yes|pneumonia,200,200
right lung,improved;;no change,nlp|yes|abnormal,1841,1840
right lung,improved;;no change,nlp|yes|normal,84,83
right lung,improved;;no change,technicalassessment|yes|low lung volumes,37,37
right lung,improved;;no change,technicalassessment|yes|rotated,1,1
right lung,improved;;no change;;worsened,anatomicalfinding|yes|airspace opacity,5,5
right lung,improved;;no change;;worsened,anatomicalfinding|yes|atelectasis,48,47
right lung,improved;;no change;;worsened,anatomicalfinding|yes|consolidation,25,25
right lung,improved;;no change;;worsened,anatomicalfinding|yes|increased reticular markings/ild pattern,1,1
right lung,improved;;no change;;worsened,anatomicalfinding|yes|infiltration,8,8
right lung,improved;;no change;;worsened,anatomicalfinding|yes|linear/patchy atelectasis,4,4
right lung,improved;;no change;;worsened,anatomicalfinding|yes|lobar/segmental collapse,1,1
right lung,improved;;no change;;worsened,anatomicalfinding|yes|lung lesion,5,5
right lung,improved;;no change;;worsened,anatomicalfinding|yes|lung opacity,135,134
right lung,improved;;no change;;worsened,anatomicalfinding|yes|mass/nodule (not otherwise specified),3,3
right lung,improved;;no change;;worsened,anatomicalfinding|yes|multiple masses/nodules,2,2
right lung,improved;;no change;;worsened,anatomicalfinding|yes|pleural effusion,47,46
right lung,improved;;no change;;worsened,anatomicalfinding|yes|pleural/parenchymal scarring,2,2
right lung,improved;;no change;;worsened,anatomicalfinding|yes|pulmonary edema/hazy opacity,67,66
right lung,improved;;no change;;worsened,anatomicalfinding|yes|vascular congestion,8,8
right lung,improved;;no change;;worsened,anatomicalfinding|yes|vascular redistribution,1,1
right lung,improved;;no change;;worsened,disease|yes|alveolar hemorrhage,1,1
right lung,improved;;no change;;worsened,disease|yes|aspiration,3,3
right lung,improved;;no change;;worsened,disease|yes|fluid overload/heart failure,2,2
right lung,improved;;no change;;worsened,disease|yes|interstitial lung disease,3,3
right lung,improved;;no change;;worsened,disease|yes|pneumonia,12,12
right lung,improved;;no change;;worsened,nlp|yes|abnormal,136,135
right lung,improved;;no change;;worsened,nlp|yes|normal,1,1
right lung,improved;;worsened,anatomicalfinding|yes|airspace opacity,117,117
right lung,improved;;worsened,anatomicalfinding|yes|atelectasis,449,448
right lung,improved;;worsened,anatomicalfinding|yes|bronchiectasis,1,1
right lung,improved;;worsened,anatomicalfinding|yes|consolidation,263,263
right lung,improved;;worsened,anatomicalfinding|yes|cyst/bullae,1,1
right lung,improved;;worsened,anatomicalfinding|yes|hydropneumothorax,17,17
right lung,improved;;worsened,anatomicalfinding|yes|hyperaeration,75,75
right lung,improved;;worsened,anatomicalfinding|yes|increased reticular markings/ild pattern,1,1
right lung,improved;;worsened,anatomicalfinding|yes|infiltration,64,64
right lung,improved;;worsened,anatomicalfinding|yes|linear/patchy atelectasis,55,55
right lung,improved;;worsened,anatomicalfinding|yes|lobar/segmental collapse,51,51
right lung,improved;;worsened,anatomicalfinding|yes|lung lesion,23,23
right lung,improved;;worsened,anatomicalfinding|yes|lung opacity,1369,1368
right lung,improved;;worsened,anatomicalfinding|yes|mass/nodule (not otherwise specified),17,17
right lung,improved;;worsened,anatomicalfinding|yes|multiple masses/nodules,5,5
right lung,improved;;worsened,anatomicalfinding|yes|pleural effusion,440,440
right lung,improved;;worsened,anatomicalfinding|yes|pleural/parenchymal scarring,10,10
right lung,improved;;worsened,anatomicalfinding|yes|pneumothorax,64,64
right lung,improved;;worsened,anatomicalfinding|yes|pulmonary edema/hazy opacity,473,473
right lung,improved;;worsened,anatomicalfinding|yes|vascular congestion,102,102
right lung,improved;;worsened,anatomicalfinding|yes|vascular redistribution,13,13
right lung,improved;;worsened,disease|yes|alveolar hemorrhage,16,16
right lung,improved;;worsened,disease|yes|aspiration,70,70
right lung,improved;;worsened,disease|yes|copd/emphysema,1,1
right lung,improved;;worsened,disease|yes|fluid overload/heart failure,14,14
right lung,improved;;worsened,disease|yes|interstitial lung disease,10,10
right lung,improved;;worsened,disease|yes|lung cancer,4,4
right lung,improved;;worsened,disease|yes|pneumonia,223,223
right lung,improved;;worsened,nlp|yes|abnormal,1740,1739
right lung,improved;;worsened,nlp|yes|normal,18,18
right lung,improved;;worsened,technicalassessment|yes|low lung volumes,7,7
right lung,improved;;worsened,technicalassessment|yes|rotated,3,3
right lung,no change,anatomicalfinding|yes|airspace opacity,2135,2132
right lung,no change,anatomicalfinding|yes|atelectasis,12334,12325
right lung,no change,anatomicalfinding|yes|bronchiectasis,256,256
right lung,no change,anatomicalfinding|yes|calcified nodule,667,667
right lung,no change,anatomicalfinding|yes|consolidation,3109,3108
right lung,no change,anatomicalfinding|yes|costophrenic angle blunting,791,791
right lung,no change,anatomicalfinding|yes|cyst/bullae,189,189
right lung,no change,anatomicalfinding|yes|hydropneumothorax,303,303
right lung,no change,anatomicalfinding|yes|hyperaeration,1823,1822
right lung,no change,anatomicalfinding|yes|increased reticular markings/ild pattern,406,406
right lung,no change,anatomicalfinding|yes|infiltration,337,337
right lung,no change,anatomicalfinding|yes|linear/patchy atelectasis,1767,1766
right lung,no change,anatomicalfinding|yes|lobar/segmental collapse,1488,1488
right lung,no change,anatomicalfinding|yes|lung lesion,2988,2986
right lung,no change,anatomicalfinding|yes|lung opacity,38046,38014
right lung,no change,anatomicalfinding|yes|mass/nodule (not otherwise specified),1516,1516
right lung,no change,anatomicalfinding|yes|multiple masses/nodules,867,866
right lung,no change,anatomicalfinding|yes|pleural effusion,16958,16943
right lung,no change,anatomicalfinding|yes|pleural/parenchymal scarring,3782,3780
right lung,no change,anatomicalfinding|yes|pneumothorax,2523,2523
right lung,no change,anatomicalfinding|yes|pulmonary edema/hazy opacity,7232,7227
right lung,no change,anatomicalfinding|yes|vascular congestion,4547,4544
right lung,no change,anatomicalfinding|yes|vascular redistribution,444,444
right lung,no change,disease|yes|alveolar hemorrhage,154,154
right lung,no change,disease|yes|aspiration,642,642
right lung,no change,disease|yes|copd/emphysema,1323,1322
right lung,no change,disease|yes|fluid overload/heart failure,974,973
right lung,no change,disease|yes|granulomatous disease,544,544
right lung,no change,disease|yes|interstitial lung disease,653,652
right lung,no change,disease|yes|lung cancer,406,406
right lung,no change,disease|yes|pneumonia,2989,2989
right lung,no change,nlp|yes|abnormal,42116,42087
right lung,no change,nlp|yes|normal,4506,4500
right lung,no change,technicalassessment|yes|artifact,3,3
right lung,no change,technicalassessment|yes|low lung volumes,1241,1241
right lung,no change,technicalassessment|yes|rotated,51,51
right lung,no change;;worsened,anatomicalfinding|yes|airspace opacity,109,109
right lung,no change;;worsened,anatomicalfinding|yes|atelectasis,394,394
right lung,no change;;worsened,anatomicalfinding|yes|bronchiectasis,4,4
right lung,no change;;worsened,anatomicalfinding|yes|calcified nodule,1,1
right lung,no change;;worsened,anatomicalfinding|yes|consolidation,250,250
right lung,no change;;worsened,anatomicalfinding|yes|costophrenic angle blunting,2,2
right lung,no change;;worsened,anatomicalfinding|yes|cyst/bullae,2,2
right lung,no change;;worsened,anatomicalfinding|yes|hydropneumothorax,6,6
right lung,no change;;worsened,anatomicalfinding|yes|hyperaeration,7,7
right lung,no change;;worsened,anatomicalfinding|yes|increased reticular markings/ild pattern,10,10
right lung,no change;;worsened,anatomicalfinding|yes|infiltration,38,38
right lung,no change;;worsened,anatomicalfinding|yes|linear/patchy atelectasis,31,31
right lung,no change;;worsened,anatomicalfinding|yes|lobar/segmental collapse,35,35
right lung,no change;;worsened,anatomicalfinding|yes|lung lesion,41,41
right lung,no change;;worsened,anatomicalfinding|yes|lung opacity,1324,1324
right lung,no change;;worsened,anatomicalfinding|yes|mass/nodule (not otherwise specified),24,24
right lung,no change;;worsened,anatomicalfinding|yes|multiple masses/nodules,17,17
right lung,no change;;worsened,anatomicalfinding|yes|pleural effusion,462,462
right lung,no change;;worsened,anatomicalfinding|yes|pleural/parenchymal scarring,56,56
right lung,no change;;worsened,anatomicalfinding|yes|pneumothorax,45,45
right lung,no change;;worsened,anatomicalfinding|yes|pulmonary edema/hazy opacity,546,546
right lung,no change;;worsened,anatomicalfinding|yes|vascular congestion,257,257
right lung,no change;;worsened,anatomicalfinding|yes|vascular redistribution,9,9
right lung,no change;;worsened,disease|yes|alveolar hemorrhage,15,15
right lung,no change;;worsened,disease|yes|aspiration,68,68
right lung,no change;;worsened,disease|yes|copd/emphysema,10,10
right lung,no change;;worsened,disease|yes|fluid overload/heart failure,28,28
right lung,no change;;worsened,disease|yes|granulomatous disease,2,2
right lung,no change;;worsened,disease|yes|interstitial lung disease,22,22
right lung,no change;;worsened,disease|yes|lung cancer,3,3
right lung,no change;;worsened,disease|yes|pneumonia,196,196
right lung,no change;;worsened,nlp|yes|abnormal,1315,1315
right lung,no change;;worsened,nlp|yes|normal,20,20
right lung,no change;;worsened,technicalassessment|yes|low lung volumes,31,31
right lung,no change;;worsened,technicalassessment|yes|rotated,1,1
right lung,worsened,anatomicalfinding|yes|airspace opacity,1726,1726
right lung,worsened,anatomicalfinding|yes|atelectasis,7347,7340
right lung,worsened,anatomicalfinding|yes|bronchiectasis,64,64
right lung,worsened,anatomicalfinding|yes|calcified nodule,4,4
right lung,worsened,anatomicalfinding|yes|consolidation,3056,3052
right lung,worsened,anatomicalfinding|yes|costophrenic angle blunting,191,191
right lung,worsened,anatomicalfinding|yes|cyst/bullae,26,26
right lung,worsened,anatomicalfinding|yes|hydropneumothorax,112,112
right lung,worsened,anatomicalfinding|yes|hyperaeration,223,222
right lung,worsened,anatomicalfinding|yes|increased reticular markings/ild pattern,88,88
right lung,worsened,anatomicalfinding|yes|infiltration,591,589
right lung,worsened,anatomicalfinding|yes|linear/patchy atelectasis,612,612
right lung,worsened,anatomicalfinding|yes|lobar/segmental collapse,941,940
right lung,worsened,anatomicalfinding|yes|lung lesion,633,631
right lung,worsened,anatomicalfinding|yes|lung opacity,24748,24728
right lung,worsened,anatomicalfinding|yes|mass/nodule (not otherwise specified),382,380
right lung,worsened,anatomicalfinding|yes|multiple masses/nodules,222,222
right lung,worsened,anatomicalfinding|yes|pleural effusion,9710,9699
right lung,worsened,anatomicalfinding|yes|pleural/parenchymal scarring,373,373
right lung,worsened,anatomicalfinding|yes|pneumothorax,1003,1002
right lung,worsened,anatomicalfinding|yes|pulmonary edema/hazy opacity,8442,8437
right lung,worsened,anatomicalfinding|yes|vascular congestion,3299,3294
right lung,worsened,anatomicalfinding|yes|vascular redistribution,300,300
right lung,worsened,disease|yes|alveolar hemorrhage,315,315
right lung,worsened,disease|yes|aspiration,1867,1867
right lung,worsened,disease|yes|copd/emphysema,205,205
right lung,worsened,disease|yes|fluid overload/heart failure,1100,1098
right lung,worsened,disease|yes|granulomatous disease,4,4
right lung,worsened,disease|yes|interstitial lung disease,158,158
right lung,worsened,disease|yes|lung cancer,190,190
right lung,worsened,disease|yes|pneumonia,5482,5480
right lung,worsened,nlp|yes|abnormal,25715,25694
right lung,worsened,nlp|yes|normal,275,275
right lung,worsened,technicalassessment|yes|artifact,22,22
right lung,worsened,technicalassessment|yes|low lung volumes,721,721
right lung,worsened,technicalassessment|yes|rotated,96,96
right mid lung zone,improved,anatomicalfinding|yes|airspace opacity,131,126
right mid lung zone,improved,anatomicalfinding|yes|atelectasis,904,863
right mid lung zone,improved,anatomicalfinding|yes|bronchiectasis,17,17
right mid lung zone,improved,anatomicalfinding|yes|consolidation,436,413
right mid lung zone,improved,anatomicalfinding|yes|cyst/bullae,2,2
right mid lung zone,improved,anatomicalfinding|yes|hydropneumothorax,5,5
right mid lung zone,improved,anatomicalfinding|yes|hyperaeration,7,5
right mid lung zone,improved,anatomicalfinding|yes|infiltration,53,51
right mid lung zone,improved,anatomicalfinding|yes|linear/patchy atelectasis,69,64
right mid lung zone,improved,anatomicalfinding|yes|lobar/segmental collapse,200,190
right mid lung zone,improved,anatomicalfinding|yes|lung lesion,74,69
right mid lung zone,improved,anatomicalfinding|yes|lung opacity,2585,2453
right mid lung zone,improved,anatomicalfinding|yes|mass/nodule (not otherwise specified),49,45
right mid lung zone,improved,anatomicalfinding|yes|multiple masses/nodules,18,18
right mid lung zone,improved,anatomicalfinding|yes|pleural effusion,309,299
right mid lung zone,improved,anatomicalfinding|yes|pleural/parenchymal scarring,66,64
right mid lung zone,improved,anatomicalfinding|yes|pneumothorax,16,16
right mid lung zone,improved,anatomicalfinding|yes|pulmonary edema/hazy opacity,369,350
right mid lung zone,improved,anatomicalfinding|yes|vascular congestion,56,54
right mid lung zone,improved,anatomicalfinding|yes|vascular redistribution,12,12
right mid lung zone,improved,disease|yes|alveolar hemorrhage,21,21
right mid lung zone,improved,disease|yes|aspiration,73,66
right mid lung zone,improved,disease|yes|copd/emphysema,14,11
right mid lung zone,improved,disease|yes|fluid overload/heart failure,10,10
right mid lung zone,improved,disease|yes|granulomatous disease,2,2
right mid lung zone,improved,disease|yes|interstitial lung disease,5,5
right mid lung zone,improved,disease|yes|lung cancer,3,3
right mid lung zone,improved,disease|yes|pneumonia,371,355
right mid lung zone,improved,nlp|yes|abnormal,2625,2489
right mid lung zone,improved,nlp|yes|normal,171,163
right mid lung zone,improved,technicalassessment|yes|artifact,1,1
right mid lung zone,improved,technicalassessment|yes|low lung volumes,8,8
right mid lung zone,improved;;no change,anatomicalfinding|yes|airspace opacity,30,30
right mid lung zone,improved;;no change,anatomicalfinding|yes|atelectasis,182,168
right mid lung zone,improved;;no change,anatomicalfinding|yes|bronchiectasis,2,2
right mid lung zone,improved;;no change,anatomicalfinding|yes|consolidation,120,110
right mid lung zone,improved;;no change,anatomicalfinding|yes|cyst/bullae,2,2
right mid lung zone,improved;;no change,anatomicalfinding|yes|hydropneumothorax,3,3
right mid lung zone,improved;;no change,anatomicalfinding|yes|hyperaeration,3,1
right mid lung zone,improved;;no change,anatomicalfinding|yes|increased reticular markings/ild pattern,2,2
right mid lung zone,improved;;no change,anatomicalfinding|yes|infiltration,21,18
right mid lung zone,improved;;no change,anatomicalfinding|yes|linear/patchy atelectasis,12,10
right mid lung zone,improved;;no change,anatomicalfinding|yes|lobar/segmental collapse,41,37
right mid lung zone,improved;;no change,anatomicalfinding|yes|lung lesion,19,15
right mid lung zone,improved;;no change,anatomicalfinding|yes|lung opacity,483,459
right mid lung zone,improved;;no change,anatomicalfinding|yes|mass/nodule (not otherwise specified),12,9
right mid lung zone,improved;;no change,anatomicalfinding|yes|multiple masses/nodules,6,5
right mid lung zone,improved;;no change,anatomicalfinding|yes|pleural effusion,102,99
right mid lung zone,improved;;no change,anatomicalfinding|yes|pleural/parenchymal scarring,7,7
right mid lung zone,improved;;no change,anatomicalfinding|yes|pneumothorax,5,5
right mid lung zone,improved;;no change,anatomicalfinding|yes|pulmonary edema/hazy opacity,80,77
right mid lung zone,improved;;no change,anatomicalfinding|yes|vascular congestion,15,15
right mid lung zone,improved;;no change,anatomicalfinding|yes|vascular redistribution,1,1
right mid lung zone,improved;;no change,disease|yes|alveolar hemorrhage,4,3
right mid lung zone,improved;;no change,disease|yes|aspiration,9,7
right mid lung zone,improved;;no change,disease|yes|copd/emphysema,3,3
right mid lung zone,improved;;no change,disease|yes|interstitial lung disease,1,1
right mid lung zone,improved;;no change,disease|yes|lung cancer,5,2
right mid lung zone,improved;;no change,disease|yes|pneumonia,76,72
right mid lung zone,improved;;no change,nlp|yes|abnormal,484,458
right mid lung zone,improved;;no change,nlp|yes|normal,5,5
right mid lung zone,improved;;no change,technicalassessment|yes|low lung volumes,1,1
right mid lung zone,improved;;no change;;worsened,anatomicalfinding|yes|airspace opacity,2,2
right mid lung zone,improved;;no change;;worsened,anatomicalfinding|yes|atelectasis,18,16
right mid lung zone,improved;;no change;;worsened,anatomicalfinding|yes|consolidation,14,14
right mid lung zone,improved;;no change;;worsened,anatomicalfinding|yes|infiltration,1,1
right mid lung zone,improved;;no change;;worsened,anatomicalfinding|yes|linear/patchy atelectasis,2,2
right mid lung zone,improved;;no change;;worsened,anatomicalfinding|yes|lobar/segmental collapse,1,1
right mid lung zone,improved;;no change;;worsened,anatomicalfinding|yes|lung lesion,4,4
right mid lung zone,improved;;no change;;worsened,anatomicalfinding|yes|lung opacity,51,49
right mid lung zone,improved;;no change;;worsened,anatomicalfinding|yes|mass/nodule (not otherwise specified),2,2
right mid lung zone,improved;;no change;;worsened,anatomicalfinding|yes|multiple masses/nodules,2,2
right mid lung zone,improved;;no change;;worsened,anatomicalfinding|yes|pleural effusion,16,14
right mid lung zone,improved;;no change;;worsened,anatomicalfinding|yes|pulmonary edema/hazy opacity,20,18
right mid lung zone,improved;;no change;;worsened,anatomicalfinding|yes|vascular congestion,2,2
right mid lung zone,improved;;no change;;worsened,disease|yes|alveolar hemorrhage,1,1
right mid lung zone,improved;;no change;;worsened,disease|yes|aspiration,1,1
right mid lung zone,improved;;no change;;worsened,disease|yes|pneumonia,8,8
right mid lung zone,improved;;no change;;worsened,nlp|yes|abnormal,51,49
right mid lung zone,improved;;worsened,anatomicalfinding|yes|airspace opacity,30,26
right mid lung zone,improved;;worsened,anatomicalfinding|yes|atelectasis,146,134
right mid lung zone,improved;;worsened,anatomicalfinding|yes|bronchiectasis,1,1
right mid lung zone,improved;;worsened,anatomicalfinding|yes|consolidation,141,125
right mid lung zone,improved;;worsened,anatomicalfinding|yes|hyperaeration,5,5
right mid lung zone,improved;;worsened,anatomicalfinding|yes|infiltration,23,23
right mid lung zone,improved;;worsened,anatomicalfinding|yes|linear/patchy atelectasis,16,15
right mid lung zone,improved;;worsened,anatomicalfinding|yes|lobar/segmental collapse,38,31
right mid lung zone,improved;;worsened,anatomicalfinding|yes|lung lesion,7,7
right mid lung zone,improved;;worsened,anatomicalfinding|yes|lung opacity,448,419
right mid lung zone,improved;;worsened,anatomicalfinding|yes|mass/nodule (not otherwise specified),6,6
right mid lung zone,improved;;worsened,anatomicalfinding|yes|multiple masses/nodules,1,1
right mid lung zone,improved;;worsened,anatomicalfinding|yes|pleural effusion,65,62
right mid lung zone,improved;;worsened,anatomicalfinding|yes|pleural/parenchymal scarring,3,3
right mid lung zone,improved;;worsened,anatomicalfinding|yes|pneumothorax,3,3
right mid lung zone,improved;;worsened,anatomicalfinding|yes|pulmonary edema/hazy opacity,99,96
right mid lung zone,improved;;worsened,anatomicalfinding|yes|vascular congestion,18,18
right mid lung zone,improved;;worsened,anatomicalfinding|yes|vascular redistribution,2,2
right mid lung zone,improved;;worsened,disease|yes|alveolar hemorrhage,3,3
right mid lung zone,improved;;worsened,disease|yes|aspiration,30,26
right mid lung zone,improved;;worsened,disease|yes|copd/emphysema,1,1
right mid lung zone,improved;;worsened,disease|yes|fluid overload/heart failure,2,2
right mid lung zone,improved;;worsened,disease|yes|interstitial lung disease,3,3
right mid lung zone,improved;;worsened,disease|yes|pneumonia,112,102
right mid lung zone,improved;;worsened,nlp|yes|abnormal,453,425
right mid lung zone,improved;;worsened,nlp|yes|normal,12,11
right mid lung zone,improved;;worsened,technicalassessment|yes|low lung volumes,2,2
right mid lung zone,no change,anatomicalfinding|yes|airspace opacity,255,249
right mid lung zone,no change,anatomicalfinding|yes|atelectasis,2543,2366
right mid lung zone,no change,anatomicalfinding|yes|bronchiectasis,97,97
right mid lung zone,no change,anatomicalfinding|yes|calcified nodule,193,189
right mid lung zone,no change,anatomicalfinding|yes|consolidation,1048,981
right mid lung zone,no change,anatomicalfinding|yes|cyst/bullae,18,18
right mid lung zone,no change,anatomicalfinding|yes|hydropneumothorax,18,18
right mid lung zone,no change,anatomicalfinding|yes|hyperaeration,81,80
right mid lung zone,no change,anatomicalfinding|yes|increased reticular markings/ild pattern,27,26
right mid lung zone,no change,anatomicalfinding|yes|infiltration,66,62
right mid lung zone,no change,anatomicalfinding|yes|linear/patchy atelectasis,261,254
right mid lung zone,no change,anatomicalfinding|yes|lobar/segmental collapse,822,763
right mid lung zone,no change,anatomicalfinding|yes|lung lesion,935,903
right mid lung zone,no change,anatomicalfinding|yes|lung opacity,6198,5856
right mid lung zone,no change,anatomicalfinding|yes|mass/nodule (not otherwise specified),589,571
right mid lung zone,no change,anatomicalfinding|yes|multiple masses/nodules,194,185
right mid lung zone,no change,anatomicalfinding|yes|pleural effusion,1237,1147
right mid lung zone,no change,anatomicalfinding|yes|pleural/parenchymal scarring,674,658
right mid lung zone,no change,anatomicalfinding|yes|pneumothorax,66,64
right mid lung zone,no change,anatomicalfinding|yes|pulmonary edema/hazy opacity,387,365
right mid lung zone,no change,anatomicalfinding|yes|vascular congestion,124,118
right mid lung zone,no change,anatomicalfinding|yes|vascular redistribution,22,19
right mid lung zone,no change,disease|yes|alveolar hemorrhage,41,38
right mid lung zone,no change,disease|yes|aspiration,140,131
right mid lung zone,no change,disease|yes|copd/emphysema,171,163
right mid lung zone,no change,disease|yes|fluid overload/heart failure,26,23
right mid lung zone,no change,disease|yes|granulomatous disease,193,188
right mid lung zone,no change,disease|yes|interstitial lung disease,100,95
right mid lung zone,no change,disease|yes|lung cancer,101,99
right mid lung zone,no change,disease|yes|pneumonia,785,727
right mid lung zone,no change,nlp|yes|abnormal,6362,6018
right mid lung zone,no change,nlp|yes|normal,114,104
right mid lung zone,no change,technicalassessment|yes|artifact,1,1
right mid lung zone,no change,technicalassessment|yes|low lung volumes,32,32
right mid lung zone,no change;;worsened,anatomicalfinding|yes|airspace opacity,15,14
right mid lung zone,no change;;worsened,anatomicalfinding|yes|atelectasis,120,108
right mid lung zone,no change;;worsened,anatomicalfinding|yes|bronchiectasis,1,1
right mid lung zone,no change;;worsened,anatomicalfinding|yes|calcified nodule,1,1
right mid lung zone,no change;;worsened,anatomicalfinding|yes|consolidation,98,90
right mid lung zone,no change;;worsened,anatomicalfinding|yes|increased reticular markings/ild pattern,1,0
right mid lung zone,no change;;worsened,anatomicalfinding|yes|infiltration,3,3
right mid lung zone,no change;;worsened,anatomicalfinding|yes|linear/patchy atelectasis,10,10
right mid lung zone,no change;;worsened,anatomicalfinding|yes|lobar/segmental collapse,22,21
right mid lung zone,no change;;worsened,anatomicalfinding|yes|lung lesion,15,15
right mid lung zone,no change;;worsened,anatomicalfinding|yes|lung opacity,305,283
right mid lung zone,no change;;worsened,anatomicalfinding|yes|mass/nodule (not otherwise specified),11,11
right mid lung zone,no change;;worsened,anatomicalfinding|yes|multiple masses/nodules,4,4
right mid lung zone,no change;;worsened,anatomicalfinding|yes|pleural effusion,52,49
right mid lung zone,no change;;worsened,anatomicalfinding|yes|pleural/parenchymal scarring,8,7
right mid lung zone,no change;;worsened,anatomicalfinding|yes|pneumothorax,7,7
right mid lung zone,no change;;worsened,anatomicalfinding|yes|pulmonary edema/hazy opacity,53,50
right mid lung zone,no change;;worsened,anatomicalfinding|yes|vascular congestion,17,17
right mid lung zone,no change;;worsened,disease|yes|alveolar hemorrhage,4,4
right mid lung zone,no change;;worsened,disease|yes|aspiration,29,27
right mid lung zone,no change;;worsened,disease|yes|copd/emphysema,1,1
right mid lung zone,no change;;worsened,disease|yes|fluid overload/heart failure,1,1
right mid lung zone,no change;;worsened,disease|yes|granulomatous disease,2,2
right mid lung zone,no change;;worsened,disease|yes|lung cancer,1,1
right mid lung zone,no change;;worsened,disease|yes|pneumonia,70,62
right mid lung zone,no change;;worsened,nlp|yes|abnormal,310,287
right mid lung zone,no change;;worsened,nlp|yes|normal,1,1
right mid lung zone,no change;;worsened,technicalassessment|yes|low lung volumes,7,5
right mid lung zone,worsened,anatomicalfinding|yes|airspace opacity,370,351
right mid lung zone,worsened,anatomicalfinding|yes|atelectasis,2062,1953
right mid lung zone,worsened,anatomicalfinding|yes|bronchiectasis,20,20
right mid lung zone,worsened,anatomicalfinding|yes|calcified nodule,1,1
right mid lung zone,worsened,anatomicalfinding|yes|consolidation,1169,1107
right mid lung zone,worsened,anatomicalfinding|yes|cyst/bullae,9,7
right mid lung zone,worsened,anatomicalfinding|yes|hydropneumothorax,3,3
right mid lung zone,worsened,anatomicalfinding|yes|hyperaeration,15,15
right mid lung zone,worsened,anatomicalfinding|yes|increased reticular markings/ild pattern,10,9
right mid lung zone,worsened,anatomicalfinding|yes|infiltration,208,199
right mid lung zone,worsened,anatomicalfinding|yes|linear/patchy atelectasis,104,100
right mid lung zone,worsened,anatomicalfinding|yes|lobar/segmental collapse,560,523
right mid lung zone,worsened,anatomicalfinding|yes|lung lesion,218,212
right mid lung zone,worsened,anatomicalfinding|yes|lung opacity,5631,5354
right mid lung zone,worsened,anatomicalfinding|yes|mass/nodule (not otherwise specified),134,131
right mid lung zone,worsened,anatomicalfinding|yes|multiple masses/nodules,62,61
right mid lung zone,worsened,anatomicalfinding|yes|pleural effusion,951,906
right mid lung zone,worsened,anatomicalfinding|yes|pleural/parenchymal scarring,80,78
right mid lung zone,worsened,anatomicalfinding|yes|pneumothorax,51,51
right mid lung zone,worsened,anatomicalfinding|yes|pulmonary edema/hazy opacity,694,660
